InvoiceID,SubscriptionID,CustomerID,InvoiceDate,InvoiceAmount,PaymentDate,PaymentStatus
INV0000052,SUB000006,CU000006,2025-03-01,150.22,2025-03-05,Paid
INV0000053,SUB000006,CU000006,2025-04-01,150.22,2025-04-04,Paid
INV0000054,SUB000006,CU000006,2025-05-01,150.22,2025-05-05,Paid
INV0000055,SUB000006,CU000006,2025-06-01,150.22,2025-06-09,Paid
INV0000056,SUB000006,CU000006,2025-07-01,150.22,,Failed
INV0000057,SUB000006,CU000006,2025-08-01,150.22,2025-08-08,Paid
INV0000058,SUB000006,CU000006,2025-09-01,150.22,2025-09-01,Paid
INV0000059,SUB000006,CU000006,2025-10-01,150.22,2025-10-01,Paid
INV0000060,SUB000006,CU000006,2025-11-01,150.22,2025-11-09,Paid
INV0000061,SUB000006,CU000006,2025-12-01,150.22,2025-12-07,Paid
INV0000062,SUB000006,CU000006,2026-01-01,150.22,2026-01-09,Paid
INV0000063,SUB000006,CU000006,2026-02-01,150.22,2026-02-09,Paid
INV0000064,SUB000006,CU000006,2026-03-01,150.22,2026-03-09,Paid
INV0000065,SUB000006,CU000006,2026-04-01,150.22,2026-04-14,Paid
INV0000066,SUB000006,CU000006,2026-05-01,150.22,2026-05-01,Paid
INV0000067,SUB000006,CU000006,2026-06-01,150.22,2026-06-16,Paid
INV0000068,SUB000006,CU000006,2026-07-01,150.22,2026-07-11,Paid
INV0000069,SUB000006,CU000006,2026-08-01,150.22,2026-08-07,Paid
INV0000070,SUB000007,CU000007,2022-01-01,15262.32,2022-01-03,Paid
INV0000071,SUB000007,CU000007,2023-01-01,15262.32,2023-01-01,Paid
INV0000072,SUB000007,CU000007,2024-01-01,15262.32,,Failed
INV0000073,SUB000007,CU000007,2025-01-01,15262.32,2025-01-02,Paid
INV0000074,SUB000007,CU000007,2026-01-01,15262.32,2026-01-06,Paid
INV0000075,SUB000008,CU000008,2024-05-01,164.67,2024-05-01,Paid
INV0000076,SUB000008,CU000008,2024-06-01,164.67,2024-06-01,Paid
INV0000077,SUB000008,CU000008,2024-07-01,164.67,2024-07-14,Paid
INV0000078,SUB000008,CU000008,2024-08-01,164.67,2024-08-15,Paid
INV0000079,SUB000008,CU000008,2024-09-01,164.67,2024-09-01,Paid
INV0000080,SUB000008,CU000008,2024-10-01,164.67,2024-10-05,Paid
INV0000081,SUB000008,CU000008,2024-11-01,164.67,2024-11-01,Paid
INV0000082,SUB000008,CU000008,2024-12-01,164.67,2024-12-07,Paid
INV0000083,SUB000008,CU000008,2025-01-01,164.67,2025-01-15,Paid
INV0000084,SUB000008,CU000008,2025-02-01,164.67,2025-02-04,Paid
INV0000085,SUB000008,CU000008,2025-03-01,164.67,2025-03-08,Paid
INV0000086,SUB000008,CU000008,2025-04-01,164.67,2025-04-09,Paid
INV0000087,SUB000008,CU000008,2025-05-01,164.67,2025-05-02,Paid
INV0000088,SUB000008,CU000008,2025-06-01,164.67,2025-06-05,Paid
INV0000089,SUB000008,CU000008,2025-07-01,164.67,2025-07-05,Paid
INV0000090,SUB000008,CU000008,2025-08-01,164.67,2025-08-08,Paid
INV0000091,SUB000008,CU000008,2025-09-01,164.67,2025-09-06,Paid
INV0000092,SUB000008,CU000008,2025-10-01,164.67,2025-10-03,Paid
INV0000093,SUB000008,CU000008,2025-11-01,164.67,2025-11-01,Paid
INV0000094,SUB000008,CU000008,2025-12-01,164.67,2025-12-01,Paid
INV0000095,SUB000008,CU000008,2026-01-01,164.67,2026-01-01,Paid
INV0000096,SUB000008,CU000008,2026-02-01,164.67,2026-02-01,Paid
INV0000097,SUB000008,CU000008,2026-03-01,164.67,2026-03-07,Paid
INV0000098,SUB000008,CU000008,2026-04-01,164.67,2026-04-01,Paid
INV0000099,SUB000008,CU000008,2026-05-01,164.67,2026-05-02,Paid
INV0000100,SUB000008,CU000008,2026-06-01,164.67,2026-06-02,Paid
INV0000101,SUB000008,CU000008,2026-07-01,164.67,2026-07-11,Paid
INV0000102,SUB000008,CU000008,2026-08-01,164.67,2026-08-01,Paid
INV0000103,SUB000009,CU000009,2023-12-01,433.13,2023-12-01,Paid
INV0000104,SUB000009,CU000009,2024-01-01,433.13,2024-01-02,Paid
INV0000105,SUB000009,CU000009,2024-02-01,433.13,2024-02-11,Paid
INV0000106,SUB000009,CU000009,2024-03-01,433.13,2024-03-08,Paid
INV0000107,SUB000009,CU000009,2024-04-01,433.13,2024-04-02,Paid
INV0000108,SUB000009,CU000009,2024-05-01,433.13,2024-05-06,Paid
INV0000109,SUB000009,CU000009,2024-06-01,433.13,2024-06-11,Paid
INV0000110,SUB000009,CU000009,2024-07-01,433.13,2024-07-02,Paid
INV0000111,SUB000009,CU000009,2024-08-01,433.13,,Failed
INV0000112,SUB000009,CU000009,2024-09-01,433.13,2024-09-03,Paid
INV0000113,SUB000009,CU000009,2024-10-01,433.13,2024-10-01,Paid
INV0000114,SUB000009,CU000009,2024-11-01,433.13,2024-11-08,Paid
INV0000115,SUB000009,CU000009,2024-12-01,433.13,2024-12-01,Paid
INV0000116,SUB000009,CU000009,2025-01-01,433.13,2025-01-01,Paid
INV0000117,SUB000009,CU000009,2025-02-01,433.13,2025-02-05,Paid
INV0000118,SUB000009,CU000009,2025-03-01,433.13,2025-03-06,Paid
INV0000119,SUB000009,CU000009,2025-04-01,433.13,2025-04-01,Paid
INV0000120,SUB000009,CU000009,2025-05-01,433.13,2025-05-01,Paid
INV0000121,SUB000009,CU000009,2025-06-01,433.13,2025-06-01,Paid
INV0000122,SUB000009,CU000009,2025-07-01,433.13,2025-07-01,Paid
INV0000123,SUB000009,CU000009,2025-08-01,433.13,2025-08-01,Paid
INV0000124,SUB000009,CU000009,2025-09-01,433.13,2025-09-03,Paid
INV0000125,SUB000009,CU000009,2025-10-01,433.13,2025-10-09,Paid
INV0000126,SUB000009,CU000009,2025-11-01,433.13,2025-11-01,Paid
INV0000127,SUB000009,CU000009,2025-12-01,433.13,2025-12-01,Paid
INV0000128,SUB000009,CU000009,2026-01-01,433.13,2026-01-01,Paid
INV0000129,SUB000009,CU000009,2026-02-01,433.13,2026-02-01,Paid
INV0000130,SUB000009,CU000009,2026-03-01,433.13,2026-03-08,Paid
INV0000131,SUB000009,CU000009,2026-04-01,433.13,2026-04-01,Paid
INV0000132,SUB000009,CU000009,2026-05-01,433.13,2026-05-04,Paid
INV0000133,SUB000009,CU000009,2026-06-01,433.13,2026-06-01,Paid
INV0000134,SUB000009,CU000009,2026-07-01,433.13,2026-07-09,Paid
INV0000135,SUB000009,CU000009,2026-08-01,433.13,2026-08-06,Paid
INV0000136,SUB000010,CU000010,2025-08-01,55.8,2025-08-01,Paid
INV0000137,SUB000010,CU000010,2025-09-01,55.8,2025-09-06,Paid
INV0000138,SUB000010,CU000010,2025-10-01,55.8,2025-10-07,Paid
INV0000139,SUB000010,CU000010,2025-11-01,55.8,2025-11-07,Paid
INV0000140,SUB000010,CU000010,2025-12-01,55.8,2025-12-16,Paid
INV0000141,SUB000010,CU000010,2026-01-01,55.8,2026-01-13,Paid
INV0000142,SUB000010,CU000010,2026-02-01,55.8,2026-02-01,Paid
INV0000143,SUB000011,CU000011,2024-08-01,1436.5,2024-08-01,Paid
INV0000144,SUB000011,CU000011,2024-09-01,1436.5,2024-09-01,Paid
INV0000145,SUB000011,CU000011,2024-10-01,1436.5,,Failed
INV0000146,SUB000011,CU000011,2024-11-01,1436.5,2024-11-13,Paid
INV0000147,SUB000011,CU000011,2024-12-01,1436.5,2024-12-01,Paid
INV0000148,SUB000011,CU000011,2025-01-01,1436.5,2025-01-06,Paid
INV0000149,SUB000011,CU000011,2025-02-01,1436.5,2025-02-10,Paid
INV0000150,SUB000011,CU000011,2025-03-01,1436.5,2025-03-01,Paid
INV0000151,SUB000011,CU000011,2025-04-01,1436.5,2025-04-06,Paid
INV0000152,SUB000011,CU000011,2025-05-01,1436.5,2025-05-12,Paid
INV0000153,SUB000011,CU000011,2025-06-01,1436.5,2025-06-10,Paid
INV0000154,SUB000011,CU000011,2025-07-01,1436.5,2025-07-06,Paid
INV0000155,SUB000011,CU000011,2025-08-01,1436.5,2025-08-01,Paid
INV0000156,SUB000011,CU000011,2025-09-01,1436.5,2025-09-01,Paid
INV0000157,SUB000011,CU000011,2025-10-01,1436.5,,Failed
INV0000158,SUB000011,CU000011,2025-11-01,1436.5,2025-11-01,Paid
INV0000159,SUB000011,CU000011,2025-12-01,1436.5,2025-12-01,Paid
INV0000160,SUB000011,CU000011,2026-01-01,1436.5,2026-01-06,Paid
INV0000161,SUB000011,CU000011,2026-02-01,1436.5,2026-02-01,Paid
INV0000162,SUB000011,CU000011,2026-03-01,1436.5,2026-03-11,Paid
INV0000163,SUB000011,CU000011,2026-04-01,1436.5,2026-04-13,Paid
INV0000164,SUB000011,CU000011,2026-05-01,1436.5,2026-05-01,Paid
INV0000165,SUB000011,CU000011,2026-06-01,1436.5,2026-06-05,Paid
INV0000166,SUB000011,CU000011,2026-07-01,1436.5,2026-07-02,Paid
INV0000167,SUB000011,CU000011,2026-08-01,1436.5,2026-08-01,Paid
INV0000168,SUB000012,CU000012,2023-01-01,182.32,2023-01-01,Paid
INV0000169,SUB000012,CU000012,2023-02-01,182.32,2023-02-01,Paid
INV0000170,SUB000012,CU000012,2023-03-01,182.32,2023-03-07,Paid
INV0000171,SUB000012,CU000012,2023-04-01,182.32,2023-04-15,Paid
INV0000172,SUB000012,CU000012,2023-05-01,182.32,2023-05-12,Paid
INV0000173,SUB000012,CU000012,2023-06-01,182.32,2023-06-10,Paid
INV0000174,SUB000012,CU000012,2023-07-01,182.32,2023-07-23,Paid
INV0000175,SUB000012,CU000012,2023-08-01,182.32,2023-08-03,Paid
INV0000176,SUB000012,CU000012,2023-09-01,182.32,2023-09-01,Paid
INV0000177,SUB000012,CU000012,2023-10-01,182.32,2023-10-04,Paid
INV0000178,SUB000012,CU000012,2023-11-01,182.32,,Failed
INV0000179,SUB000012,CU000012,2023-12-01,182.32,2023-12-12,Paid
INV0000180,SUB000012,CU000012,2024-01-01,182.32,2024-01-14,Paid
INV0000181,SUB000012,CU000012,2024-02-01,182.32,2024-02-10,Paid
INV0000182,SUB000012,CU000012,2024-03-01,182.32,2024-03-16,Paid
INV0000183,SUB000012,CU000012,2024-04-01,182.32,2024-04-05,Paid
INV0000184,SUB000012,CU000012,2024-05-01,182.32,2024-05-03,Paid
INV0000185,SUB000012,CU000012,2024-06-01,182.32,2024-06-13,Paid
INV0000186,SUB000012,CU000012,2024-07-01,182.32,,Failed
INV0000187,SUB000012,CU000012,2024-08-01,182.32,2024-08-01,Paid
INV0000188,SUB000012,CU000012,2024-09-01,182.32,2024-09-06,Paid
INV0000189,SUB000012,CU000012,2024-10-01,182.32,2024-10-04,Paid
INV0000190,SUB000012,CU000012,2024-11-01,182.32,2024-11-01,Paid
INV0000191,SUB000012,CU000012,2024-12-01,182.32,2024-12-08,Paid
INV0000192,SUB000012,CU000012,2025-01-01,182.32,2025-01-23,Paid
INV0000193,SUB000012,CU000012,2025-02-01,182.32,2025-02-03,Paid
INV0000194,SUB000012,CU000012,2025-03-01,182.32,2025-03-17,Paid
INV0000195,SUB000012,CU000012,2025-04-01,182.32,2025-04-06,Paid
INV0000196,SUB000012,CU000012,2025-05-01,182.32,2025-05-10,Paid
INV0000197,SUB000012,CU000012,2025-06-01,182.32,2025-06-01,Paid
INV0000198,SUB000012,CU000012,2025-07-01,182.32,2025-07-15,Paid
INV0000199,SUB000012,CU000012,2025-08-01,182.32,2025-08-19,Paid
INV0000200,SUB000012,CU000012,2025-09-01,182.32,2025-09-08,Paid
INV0000201,SUB000012,CU000012,2025-10-01,182.32,2025-10-01,Paid
INV0000202,SUB000012,CU000012,2025-11-01,182.32,2025-11-01,Paid
INV0000203,SUB000012,CU000012,2025-12-01,182.32,2025-12-07,Paid
INV0000204,SUB000012,CU000012,2026-01-01,182.32,2026-01-03,Paid
INV0000205,SUB000012,CU000012,2026-02-01,182.32,2026-02-01,Paid
INV0000206,SUB000012,CU000012,2026-03-01,182.32,2026-03-01,Paid
INV0000207,SUB000012,CU000012,2026-04-01,182.32,2026-04-23,Paid
INV0000208,SUB000012,CU000012,2026-05-01,182.32,,Failed
INV0000209,SUB000012,CU000012,2026-06-01,182.32,2026-06-12,Paid
INV0000210,SUB000012,CU000012,2026-07-01,182.32,2026-07-01,Paid
INV0000211,SUB000012,CU000012,2026-08-01,182.32,2026-08-04,Paid
INV0000212,SUB000013,CU000013,2023-05-01,428.62,2023-05-02,Paid
INV0000213,SUB000013,CU000013,2023-06-01,428.62,2023-06-03,Paid
INV0000214,SUB000013,CU000013,2023-07-01,428.62,2023-07-01,Paid
INV0000215,SUB000013,CU000013,2023-08-01,428.62,2023-08-06,Paid
INV0000216,SUB000013,CU000013,2023-09-01,428.62,2023-09-04,Paid
INV0000217,SUB000013,CU000013,2023-10-01,428.62,2023-10-09,Paid
INV0000218,SUB000013,CU000013,2023-11-01,428.62,2023-11-04,Paid
INV0000219,SUB000013,CU000013,2023-12-01,428.62,2023-12-01,Paid
INV0000220,SUB000013,CU000013,2024-01-01,428.62,2024-01-04,Paid
INV0000221,SUB000013,CU000013,2024-02-01,428.62,2024-02-01,Paid
INV0000222,SUB000013,CU000013,2024-03-01,428.62,2024-03-01,Paid
INV0000223,SUB000013,CU000013,2024-04-01,428.62,2024-04-01,Paid
INV0000224,SUB000013,CU000013,2024-05-01,428.62,2024-05-02,Paid
INV0000225,SUB000013,CU000013,2024-06-01,428.62,2024-06-05,Paid
INV0000226,SUB000013,CU000013,2024-07-01,428.62,2024-07-05,Paid
INV0000227,SUB000013,CU000013,2024-08-01,428.62,,Failed
INV0000228,SUB000013,CU000013,2024-09-01,428.62,2024-09-01,Paid
INV0000229,SUB000013,CU000013,2024-10-01,428.62,2024-10-08,Paid
INV0000230,SUB000013,CU000013,2024-11-01,428.62,2024-11-05,Paid
INV0000231,SUB000013,CU000013,2024-12-01,428.62,2024-12-02,Paid
INV0000232,SUB000013,CU000013,2025-01-01,428.62,2025-01-01,Paid
INV0000233,SUB000013,CU000013,2025-02-01,428.62,2025-02-06,Paid
INV0000234,SUB000013,CU000013,2025-03-01,428.62,2025-03-02,Paid
INV0000235,SUB000013,CU000013,2025-04-01,428.62,2025-04-10,Paid
INV0000236,SUB000013,CU000013,2025-05-01,428.62,2025-05-01,Paid
INV0000237,SUB000013,CU000013,2025-06-01,428.62,2025-06-01,Paid
INV0000238,SUB000013,CU000013,2025-07-01,428.62,2025-07-06,Paid
INV0000239,SUB000013,CU000013,2025-08-01,428.62,2025-08-01,Paid
INV0000240,SUB000013,CU000013,2025-09-01,428.62,2025-09-08,Paid
INV0000241,SUB000013,CU000013,2025-10-01,428.62,2025-10-09,Paid
INV0000242,SUB000013,CU000013,2025-11-01,428.62,2025-11-02,Paid
INV0000243,SUB000013,CU000013,2025-12-01,428.62,2025-12-09,Paid
INV0000244,SUB000013,CU000013,2026-01-01,428.62,2026-01-01,Paid
INV0000245,SUB000013,CU000013,2026-02-01,428.62,2026-02-01,Paid
INV0000246,SUB000013,CU000013,2026-03-01,428.62,2026-03-11,Paid
INV0000247,SUB000013,CU000013,2026-04-01,428.62,2026-04-10,Paid
INV0000248,SUB000013,CU000013,2026-05-01,428.62,2026-05-13,Paid
INV0000249,SUB000013,CU000013,2026-06-01,428.62,2026-06-05,Paid
INV0000250,SUB000013,CU000013,2026-07-01,428.62,2026-07-13,Paid
INV0000251,SUB000013,CU000013,2026-08-01,428.62,2026-08-13,Paid
INV0000252,SUB000014,CU000014,2023-10-01,2204.28,2023-10-01,Paid
INV0000253,SUB000014,CU000014,2024-10-01,2204.28,2024-10-04,Paid
INV0000254,SUB000014,CU000014,2025-10-01,2204.28,2025-10-01,Paid
INV0000255,SUB000015,CU000015,2022-06-01,2232.24,2022-06-01,Paid
INV0000256,SUB000015,CU000015,2023-06-01,2232.24,2023-06-16,Paid
INV0000257,SUB000016,CU000016,2024-10-01,41.77,2024-10-05,Paid
INV0000258,SUB000016,CU000016,2024-11-01,41.77,2024-11-10,Paid
INV0000259,SUB000016,CU000016,2024-12-01,41.77,2024-12-12,Paid
INV0000260,SUB000016,CU000016,2025-01-01,41.77,2025-01-01,Paid
INV0000261,SUB000016,CU000016,2025-02-01,41.77,2025-02-08,Paid
INV0000262,SUB000016,CU000016,2025-03-01,41.77,2025-03-07,Paid
INV0000263,SUB000016,CU000016,2025-04-01,41.77,2025-04-01,Paid
INV0000264,SUB000016,CU000016,2025-05-01,41.77,2025-05-01,Paid
INV0000265,SUB000016,CU000016,2025-06-01,41.77,2025-06-05,Paid
INV0000266,SUB000016,CU000016,2025-07-01,41.77,2025-07-10,Paid
INV0000267,SUB000016,CU000016,2025-08-01,41.77,2025-08-06,Paid
INV0000268,SUB000016,CU000016,2025-09-01,41.77,2025-09-01,Paid
INV0000269,SUB000016,CU000016,2025-10-01,41.77,2025-10-12,Paid
INV0000270,SUB000016,CU000016,2025-11-01,41.77,,Failed
INV0000271,SUB000016,CU000016,2025-12-01,41.77,2025-12-01,Paid
INV0000272,SUB000016,CU000016,2026-01-01,41.77,2026-01-05,Paid
INV0000273,SUB000016,CU000016,2026-02-01,41.77,2026-02-07,Paid
INV0000274,SUB000016,CU000016,2026-03-01,41.77,2026-03-01,Paid
INV0000275,SUB000016,CU000016,2026-04-01,41.77,2026-04-16,Paid
INV0000276,SUB000016,CU000016,2026-05-01,41.77,2026-05-03,Paid
INV0000277,SUB000016,CU000016,2026-06-01,41.77,2026-06-05,Paid
INV0000278,SUB000016,CU000016,2026-07-01,41.77,2026-07-04,Paid
INV0000279,SUB000016,CU000016,2026-08-01,41.77,2026-08-09,Paid
INV0000280,SUB000017,CU000017,2026-03-01,618.84,2026-03-05,Paid
INV0000281,SUB000018,CU000018,2025-04-01,142.46,2025-04-10,Paid
INV0000282,SUB000018,CU000018,2025-05-01,142.46,2025-05-13,Paid
INV0000283,SUB000018,CU000018,2025-06-01,142.46,2025-06-22,Paid
INV0000284,SUB000018,CU000018,2025-07-01,142.46,2025-07-12,Paid
INV0000285,SUB000018,CU000018,2025-08-01,142.46,2025-08-09,Paid
INV0000286,SUB000018,CU000018,2025-09-01,142.46,2025-09-07,Paid
INV0000287,SUB000018,CU000018,2025-10-01,142.46,2025-10-01,Paid
INV0000288,SUB000018,CU000018,2025-11-01,142.46,2025-11-01,Paid
INV0000289,SUB000018,CU000018,2025-12-01,142.46,2025-12-06,Paid
INV0000290,SUB000018,CU000018,2026-01-01,142.46,2026-01-01,Paid
INV0000291,SUB000018,CU000018,2026-02-01,142.46,2026-02-09,Paid
INV0000292,SUB000018,CU000018,2026-03-01,142.46,2026-03-02,Paid
INV0000293,SUB000018,CU000018,2026-04-01,142.46,2026-04-06,Paid
INV0000294,SUB000018,CU000018,2026-05-01,142.46,2026-05-07,Paid
INV0000295,SUB000018,CU000018,2026-06-01,142.46,2026-06-01,Paid
INV0000296,SUB000018,CU000018,2026-07-01,142.46,2026-07-01,Paid
INV0000297,SUB000018,CU000018,2026-08-01,142.46,2026-08-06,Paid
INV0000298,SUB000019,CU000019,2025-10-01,41.84,2025-10-05,Paid
INV0000299,SUB000019,CU000019,2025-11-01,41.84,2025-11-12,Paid
INV0000300,SUB000019,CU000019,2025-12-01,41.84,2025-12-03,Paid
INV0000301,SUB000019,CU000019,2026-01-01,41.84,2026-01-01,Paid
INV0000302,SUB000019,CU000019,2026-02-01,41.84,2026-02-01,Paid
INV0000303,SUB000019,CU000019,2026-03-01,41.84,2026-03-12,Paid
INV0000304,SUB000019,CU000019,2026-04-01,41.84,2026-04-01,Paid
INV0000305,SUB000019,CU000019,2026-05-01,41.84,2026-05-02,Paid
INV0000306,SUB000019,CU000019,2026-06-01,41.84,2026-06-01,Paid
INV0000307,SUB000019,CU000019,2026-07-01,41.84,2026-07-11,Paid
INV0000308,SUB000019,CU000019,2026-08-01,41.84,2026-08-05,Paid
INV0000309,SUB000020,CU000020,2024-08-01,377.3,2024-08-20,Paid
INV0000310,SUB000020,CU000020,2024-09-01,377.3,2024-09-09,Paid
INV0000311,SUB000020,CU000020,2024-10-01,377.3,2024-10-16,Paid
INV0000312,SUB000020,CU000020,2024-11-01,377.3,2024-11-08,Paid
INV0000313,SUB000020,CU000020,2024-12-01,377.3,2024-12-07,Paid
INV0000314,SUB000020,CU000020,2025-01-01,377.3,2025-01-03,Paid
INV0000315,SUB000020,CU000020,2025-02-01,377.3,,Failed
INV0000316,SUB000020,CU000020,2025-03-01,377.3,2025-03-01,Paid
INV0000317,SUB000020,CU000020,2025-04-01,377.3,2025-04-01,Paid
INV0000318,SUB000020,CU000020,2025-05-01,377.3,2025-05-20,Paid
INV0000319,SUB000020,CU000020,2025-06-01,377.3,2025-06-01,Paid
INV0000320,SUB000020,CU000020,2025-07-01,377.3,2025-07-01,Paid
INV0000321,SUB000020,CU000020,2025-08-01,377.3,2025-08-06,Paid
INV0000322,SUB000020,CU000020,2025-09-01,377.3,2025-09-13,Paid
INV0000323,SUB000020,CU000020,2025-10-01,377.3,2025-10-09,Paid
INV0000324,SUB000020,CU000020,2025-11-01,377.3,2025-11-03,Paid
INV0000325,SUB000020,CU000020,2025-12-01,377.3,2025-12-01,Paid
INV0000326,SUB000020,CU000020,2026-01-01,377.3,2026-01-02,Paid
INV0000327,SUB000020,CU000020,2026-02-01,377.3,,Failed
INV0000328,SUB000020,CU000020,2026-03-01,377.3,2026-03-09,Paid
INV0000329,SUB000020,CU000020,2026-04-01,377.3,2026-04-08,Paid
INV0000330,SUB000020,CU000020,2026-05-01,377.3,2026-05-11,Paid
INV0000331,SUB000020,CU000020,2026-06-01,377.3,2026-06-03,Paid
INV0000332,SUB000020,CU000020,2026-07-01,377.3,2026-07-15,Paid
INV0000333,SUB000020,CU000020,2026-08-01,377.3,2026-08-08,Paid
INV0000334,SUB000021,CU000021,2023-12-01,471.93,2023-12-01,Paid
INV0000335,SUB000021,CU000021,2024-01-01,471.93,2024-01-03,Paid
INV0000336,SUB000021,CU000021,2024-02-01,471.93,2024-02-07,Paid
INV0000337,SUB000021,CU000021,2024-03-01,471.93,2024-03-01,Paid
INV0000338,SUB000021,CU000021,2024-04-01,471.93,2024-04-19,Paid
INV0000339,SUB000021,CU000021,2024-05-01,471.93,,Failed
INV0000340,SUB000021,CU000021,2024-06-01,471.93,2024-06-16,Paid
INV0000341,SUB000021,CU000021,2024-07-01,471.93,2024-07-06,Paid
INV0000342,SUB000021,CU000021,2024-08-01,471.93,2024-08-01,Paid
INV0000343,SUB000021,CU000021,2024-09-01,471.93,2024-09-13,Paid
INV0000344,SUB000021,CU000021,2024-10-01,471.93,2024-10-07,Paid
INV0000345,SUB000021,CU000021,2024-11-01,471.93,2024-11-14,Paid
INV0000346,SUB000021,CU000021,2024-12-01,471.93,2024-12-12,Paid
INV0000347,SUB000021,CU000021,2025-01-01,471.93,2025-01-02,Paid
INV0000348,SUB000021,CU000021,2025-02-01,471.93,2025-02-07,Paid
INV0000349,SUB000021,CU000021,2025-03-01,471.93,2025-03-06,Paid
INV0000350,SUB000021,CU000021,2025-04-01,471.93,2025-04-02,Paid
INV0000351,SUB000021,CU000021,2025-05-01,471.93,2025-05-01,Paid
INV0000352,SUB000021,CU000021,2025-06-01,471.93,2025-06-07,Paid
INV0000353,SUB000021,CU000021,2025-07-01,471.93,,Failed
INV0000354,SUB000021,CU000021,2025-08-01,471.93,2025-08-01,Paid
INV0000355,SUB000021,CU000021,2025-09-01,471.93,2025-09-01,Paid
INV0000356,SUB000021,CU000021,2025-10-01,471.93,2025-10-01,Paid
INV0000357,SUB000021,CU000021,2025-11-01,471.93,2025-11-06,Paid
