Month,EntityID,DepartmentID,AccountCode,BudgetAmountAUD
2022-01-01,E02,D05,6060,3786.62
2022-01-01,E02,D05,6070,3404.19
2022-01-01,E02,D05,6080,12850.68
2022-01-01,E02,D05,6090,2704.96
2022-01-01,E02,D05,6100,4114.05
2022-01-01,E02,D05,6110,4960.34
2022-01-01,E02,D06,4000,-10513.74
2022-01-01,E02,D06,4010,-12359.01
2022-01-01,E02,D06,4020,-12420.25
2022-01-01,E02,D06,5000,3553.87
2022-01-01,E02,D06,5010,3136.83
2022-01-01,E02,D06,5100,6701.0
2022-01-01,E02,D06,6000,7358.1
2022-01-01,E02,D06,6010,6180.45
2022-01-01,E02,D06,6020,3903.16
2022-01-01,E02,D06,6030,1654.7
2022-01-01,E02,D06,6040,6314.96
2022-01-01,E02,D06,6050,4472.95
2022-01-01,E02,D06,6060,6756.3
2022-01-01,E02,D06,6070,2950.06
2022-01-01,E02,D06,6080,4004.17
2022-01-01,E02,D06,6090,3653.25
2022-01-01,E02,D06,6100,2826.12
2022-01-01,E02,D06,6110,3618.99
2022-01-01,E02,D07,4000,-7899.4
2022-01-01,E02,D07,4010,-11266.41
2022-01-01,E02,D07,4020,-10226.51
2022-01-01,E02,D07,5000,5210.96
2022-01-01,E02,D07,5010,1828.87
2022-01-01,E02,D07,5100,1254.92
2022-01-01,E02,D07,6000,6046.03
2022-01-01,E02,D07,6010,11318.42
2022-01-01,E02,D07,6020,2604.9
2022-01-01,E02,D07,6030,2683.7
2022-01-01,E02,D07,6040,3196.05
2022-01-01,E02,D07,6050,4317.14
2022-01-01,E02,D07,6060,4483.86
2022-01-01,E02,D07,6070,2629.3
2022-01-01,E02,D07,6080,1459.38
2022-01-01,E02,D07,6090,4288.12
2022-01-01,E02,D07,6100,4342.55
2022-01-01,E02,D07,6110,3429.44
2022-01-01,E02,D08,4000,-18799.51
2022-01-01,E02,D08,4010,-5561.38
2022-01-01,E02,D08,4020,-4045.79
2022-01-01,E02,D08,5000,3109.92
2022-01-01,E02,D08,5010,3444.93
2022-01-01,E02,D08,5100,4490.82
2022-01-01,E02,D08,6000,2852.34
2022-01-01,E02,D08,6010,2188.75
2022-01-01,E02,D08,6020,1575.85
2022-01-01,E02,D08,6030,5422.34
2022-01-01,E02,D08,6040,2994.96
2022-01-01,E02,D08,6050,4401.09
2022-01-01,E02,D08,6060,6024.91
2022-01-01,E02,D08,6070,2178.83
2022-01-01,E02,D08,6080,1739.73
2022-01-01,E02,D08,6090,6727.17
2022-01-01,E02,D08,6100,9974.34
2022-01-01,E02,D08,6110,5128.26
2022-01-01,E02,D09,4000,-5456.09
2022-01-01,E02,D09,4010,-5942.13
2022-01-01,E02,D09,4020,-4930.58
2022-01-01,E02,D09,5000,3876.18
2022-01-01,E02,D09,5010,5335.61
2022-01-01,E02,D09,5100,2206.9
2022-01-01,E02,D09,6000,2332.04
2022-01-01,E02,D09,6010,4712.36
2022-01-01,E02,D09,6020,2656.56
2022-01-01,E02,D09,6030,1236.99
2022-01-01,E02,D09,6040,2108.2
2022-01-01,E02,D09,6050,5309.85
2022-01-01,E02,D09,6060,5732.72
2022-01-01,E02,D09,6070,1919.36
2022-01-01,E02,D09,6080,3183.51
2022-01-01,E02,D09,6090,3088.02
2022-01-01,E02,D09,6100,2044.34
2022-01-01,E02,D09,6110,2043.77
2022-01-01,E02,D10,4000,-11634.91
2022-01-01,E02,D10,4010,-14143.25
2022-01-01,E02,D10,4020,-20152.72
2022-01-01,E02,D10,5000,2587.07
2022-01-01,E02,D10,5010,2036.44
2022-01-01,E02,D10,5100,4476.04
2022-01-01,E02,D10,6000,1628.97
2022-01-01,E02,D10,6010,2664.34
2022-01-01,E02,D10,6020,12208.0
2022-01-01,E02,D10,6030,13378.24
2022-01-01,E02,D10,6040,2327.23
2022-01-01,E02,D10,6050,4274.14
2022-01-01,E02,D10,6060,3024.08
2022-01-01,E02,D10,6070,1941.72
2022-01-01,E02,D10,6080,11864.51
2022-01-01,E02,D10,6090,11948.39
2022-01-01,E02,D10,6100,7263.22
2022-01-01,E02,D10,6110,2276.81
2022-01-01,E03,D01,4000,-6388.17
2022-01-01,E03,D01,4010,-18063.67
2022-01-01,E03,D01,4020,-14330.56
2022-01-01,E03,D01,5000,2639.1
2022-01-01,E03,D01,5010,5057.64
2022-01-01,E03,D01,5100,3385.23
2022-01-01,E03,D01,6000,2104.63
2022-01-01,E03,D01,6010,6020.33
2022-01-01,E03,D01,6020,2403.53
2022-01-01,E03,D01,6030,1893.93
2022-01-01,E03,D01,6040,1923.21
2022-01-01,E03,D01,6050,3820.32
2022-01-01,E03,D01,6060,2066.69
2022-01-01,E03,D01,6070,7270.22
2022-01-01,E03,D01,6080,3799.51
2022-01-01,E03,D01,6090,962.2
2022-01-01,E03,D01,6100,1903.84
2022-01-01,E03,D01,6110,4860.65
2022-01-01,E03,D02,4000,-9908.21
2022-01-01,E03,D02,4010,-3732.14
2022-01-01,E03,D02,4020,-18235.56
2022-01-01,E03,D02,5000,3125.56
2022-01-01,E03,D02,5010,1237.15
2022-01-01,E03,D02,5100,2109.47
2022-01-01,E03,D02,6000,4112.33
2022-01-01,E03,D02,6010,5821.04
2022-01-01,E03,D02,6020,2358.83
2022-01-01,E03,D02,6030,5237.38
2022-01-01,E03,D02,6040,1253.28
2022-01-01,E03,D02,6050,3752.7
2022-01-01,E03,D02,6060,2277.18
2022-01-01,E03,D02,6070,1449.4
2022-01-01,E03,D02,6080,5122.53
2022-01-01,E03,D02,6090,6960.57
2022-01-01,E03,D02,6100,21488.19
2022-01-01,E03,D02,6110,13317.65
2022-01-01,E03,D03,4000,-9321.74
2022-01-01,E03,D03,4010,-8466.84
2022-01-01,E03,D03,4020,-7043.83
2022-01-01,E03,D03,5000,5027.59
2022-01-01,E03,D03,5010,3762.51
2022-01-01,E03,D03,5100,1577.08
2022-01-01,E03,D03,6000,1983.61
2022-01-01,E03,D03,6010,1719.13
2022-01-01,E03,D03,6020,2383.44
2022-01-01,E03,D03,6030,8877.19
2022-01-01,E03,D03,6040,1876.69
2022-01-01,E03,D03,6050,3755.56
2022-01-01,E03,D03,6060,2157.74
2022-01-01,E03,D03,6070,2655.94
2022-01-01,E03,D03,6080,2203.18
2022-01-01,E03,D03,6090,3119.44
2022-01-01,E03,D03,6100,5972.38
2022-01-01,E03,D03,6110,4816.26
2022-01-01,E03,D04,4000,-28563.3
2022-01-01,E03,D04,4010,-8206.63
2022-01-01,E03,D04,4020,-9600.4
2022-01-01,E03,D04,5000,1357.12
2022-01-01,E03,D04,5010,2155.14
2022-01-01,E03,D04,5100,1630.22
2022-01-01,E03,D04,6000,3913.65
2022-01-01,E03,D04,6010,2161.42
2022-01-01,E03,D04,6020,6108.67
2022-01-01,E03,D04,6030,6227.07
2022-01-01,E03,D04,6040,3025.42
2022-01-01,E03,D04,6050,3734.74
2022-01-01,E03,D04,6060,4344.89
2022-01-01,E03,D04,6070,3987.43
2022-01-01,E03,D04,6080,1912.56
2022-01-01,E03,D04,6090,3907.13
2022-01-01,E03,D04,6100,2407.75
2022-01-01,E03,D04,6110,1234.28
2022-01-01,E03,D05,4000,-12731.97
2022-01-01,E03,D05,4010,-18340.68
2022-01-01,E03,D05,4020,-13450.28
2022-01-01,E03,D05,5000,2049.79
2022-01-01,E03,D05,5010,2999.03
2022-01-01,E03,D05,5100,2109.63
2022-01-01,E03,D05,6000,3360.19
2022-01-01,E03,D05,6010,3053.05
2022-01-01,E03,D05,6020,4988.89
2022-01-01,E03,D05,6030,1454.4
2022-01-01,E03,D05,6040,860.5
2022-01-01,E03,D05,6050,718.2
2022-01-01,E03,D05,6060,2691.53
2022-01-01,E03,D05,6070,9263.98
2022-01-01,E03,D05,6080,2979.12
2022-01-01,E03,D05,6090,5616.08
2022-01-01,E03,D05,6100,1895.99
2022-01-01,E03,D05,6110,5261.12
2022-01-01,E03,D06,4000,-7889.02
2022-01-01,E03,D06,4010,-12626.6
2022-01-01,E03,D06,4020,-13951.27
2022-01-01,E03,D06,5000,5146.76
2022-01-01,E03,D06,5010,5345.31
2022-01-01,E03,D06,5100,3124.82
2022-01-01,E03,D06,6000,3344.21
2022-01-01,E03,D06,6010,1677.51
2022-01-01,E03,D06,6020,1073.05
2022-01-01,E03,D06,6030,2933.51
2022-01-01,E03,D06,6040,4523.53
2022-01-01,E03,D06,6050,2104.83
2022-01-01,E03,D06,6060,2277.69
2022-01-01,E03,D06,6070,3771.84
2022-01-01,E03,D06,6080,2885.06
2022-01-01,E03,D06,6090,11063.96
2022-01-01,E03,D06,6100,4909.94
2022-01-01,E03,D06,6110,1147.42
2022-01-01,E03,D07,4000,-8540.48
2022-01-01,E03,D07,4010,-6844.95
2022-01-01,E03,D07,4020,-13606.78
2022-01-01,E03,D07,5000,7811.1
2022-01-01,E03,D07,5010,3501.68
2022-01-01,E03,D07,5100,3061.19
2022-01-01,E03,D07,6000,4592.97
2022-01-01,E03,D07,6010,5615.25
2022-01-01,E03,D07,6020,3109.37
2022-01-01,E03,D07,6030,4563.95
2022-01-01,E03,D07,6040,2090.73
2022-01-01,E03,D07,6050,5018.62
2022-01-01,E03,D07,6060,1506.73
2022-01-01,E03,D07,6070,5574.34
2022-01-01,E03,D07,6080,1102.13
2022-01-01,E03,D07,6090,7000.52
2022-01-01,E03,D07,6100,8542.73
2022-01-01,E03,D07,6110,3109.63
2022-01-01,E03,D08,4000,-16112.37
2022-01-01,E03,D08,4010,-6238.34
2022-01-01,E03,D08,4020,-9426.49
2022-01-01,E03,D08,5000,2151.42
2022-01-01,E03,D08,5010,3953.29
2022-01-01,E03,D08,5100,4480.87
2022-01-01,E03,D08,6000,3649.8
2022-01-01,E03,D08,6010,5573.84
2022-01-01,E03,D08,6020,7508.95
2022-01-01,E03,D08,6030,3186.38
2022-01-01,E03,D08,6040,2629.88
2022-01-01,E03,D08,6050,3499.97
2022-01-01,E03,D08,6060,2121.69
2022-01-01,E03,D08,6070,3879.17
2022-01-01,E03,D08,6080,2574.48
2022-01-01,E03,D08,6090,5972.84
2022-01-01,E03,D08,6100,1642.93
2022-01-01,E03,D08,6110,3550.4
2022-01-01,E03,D09,4000,-9770.34
2022-01-01,E03,D09,4010,-6884.43
2022-01-01,E03,D09,4020,-9713.19
2022-01-01,E03,D09,5000,2725.08
2022-01-01,E03,D09,5010,2266.52
2022-01-01,E03,D09,5100,3505.99
2022-01-01,E03,D09,6000,1724.94
2022-01-01,E03,D09,6010,1945.2
2022-01-01,E03,D09,6020,3282.27
2022-01-01,E03,D09,6030,2032.94
2022-01-01,E03,D09,6040,1693.7
2022-01-01,E03,D09,6050,1938.74
2022-01-01,E03,D09,6060,7350.39
2022-01-01,E03,D09,6070,1332.1
2022-01-01,E03,D09,6080,3094.25
2022-01-01,E03,D09,6090,4098.75
2022-01-01,E03,D09,6100,4959.88
2022-01-01,E03,D09,6110,4922.2
2022-01-01,E03,D10,4000,-13953.96
2022-01-01,E03,D10,4010,-9512.22
2022-01-01,E03,D10,4020,-12294.96
2022-01-01,E03,D10,5000,3446.33
2022-01-01,E03,D10,5010,6571.7
2022-01-01,E03,D10,5100,4875.65
2022-01-01,E03,D10,6000,3340.61
2022-01-01,E03,D10,6010,3900.88
2022-01-01,E03,D10,6020,2163.45
2022-01-01,E03,D10,6030,6082.51
2022-01-01,E03,D10,6040,10241.12
2022-01-01,E03,D10,6050,5465.94
2022-01-01,E03,D10,6060,3249.34
2022-01-01,E03,D10,6070,3531.67
2022-01-01,E03,D10,6080,1642.72
2022-01-01,E03,D10,6090,2426.02
2022-01-01,E03,D10,6100,5793.68
2022-01-01,E03,D10,6110,1467.65
2022-01-01,E04,D01,4000,-8988.81
2022-01-01,E04,D01,4010,-8529.06
2022-01-01,E04,D01,4020,-9492.44
2022-01-01,E04,D01,5000,1595.65
2022-01-01,E04,D01,5010,4164.08
2022-01-01,E04,D01,5100,2481.66
2022-01-01,E04,D01,6000,6072.54
2022-01-01,E04,D01,6010,3268.08
2022-01-01,E04,D01,6020,5999.24
2022-01-01,E04,D01,6030,2494.35
2022-01-01,E04,D01,6040,3602.85
2022-01-01,E04,D01,6050,7050.02
2022-01-01,E04,D01,6060,5697.44
2022-01-01,E04,D01,6070,3013.5
2022-01-01,E04,D01,6080,5236.56
2022-01-01,E04,D01,6090,2646.59
2022-01-01,E04,D01,6100,5888.68
2022-01-01,E04,D01,6110,6810.04
2022-01-01,E04,D02,4000,-17200.76
2022-01-01,E04,D02,4010,-17410.8
2022-01-01,E04,D02,4020,-4422.45
2022-01-01,E04,D02,5000,4525.29
2022-01-01,E04,D02,5010,3677.2
2022-01-01,E04,D02,5100,1014.25
2022-01-01,E04,D02,6000,1107.57
2022-01-01,E04,D02,6010,2736.25
2022-01-01,E04,D02,6020,3628.24
2022-01-01,E04,D02,6030,6478.78
2022-01-01,E04,D02,6040,1398.82
2022-01-01,E04,D02,6050,3676.77
2022-01-01,E04,D02,6060,4375.34
2022-01-01,E04,D02,6070,4074.14
2022-01-01,E04,D02,6080,5312.08
2022-01-01,E04,D02,6090,2815.66
2022-01-01,E04,D02,6100,2363.95
2022-01-01,E04,D02,6110,3180.22
2022-01-01,E04,D03,4000,-17791.41
2022-01-01,E04,D03,4010,-12621.66
2022-01-01,E04,D03,4020,-3096.48
2022-01-01,E04,D03,5000,1547.57
2022-01-01,E04,D03,5010,3324.11
2022-01-01,E04,D03,5100,1655.4
2022-01-01,E04,D03,6000,4271.8
2022-01-01,E04,D03,6010,7310.05
2022-01-01,E04,D03,6020,6737.52
2022-01-01,E04,D03,6030,3239.85
2022-01-01,E04,D03,6040,4699.67
2022-01-01,E04,D03,6050,3224.02
2022-01-01,E04,D03,6060,3611.67
2022-01-01,E04,D03,6070,7269.07
2022-01-01,E04,D03,6080,3917.07
2022-01-01,E04,D03,6090,2897.92
2022-01-01,E04,D03,6100,2626.04
2022-01-01,E04,D03,6110,3621.22
2022-01-01,E04,D04,4000,-2484.87
2022-01-01,E04,D04,4010,-5021.24
2022-01-01,E04,D04,4020,-17906.01
2022-01-01,E04,D04,5000,3724.96
2022-01-01,E04,D04,5010,3615.88
2022-01-01,E04,D04,5100,4950.57
2022-01-01,E04,D04,6000,1912.31
2022-01-01,E04,D04,6010,3192.41
2022-01-01,E04,D04,6020,3345.22
2022-01-01,E04,D04,6030,9607.38
2022-01-01,E04,D04,6040,2234.54
2022-01-01,E04,D04,6050,4995.54
2022-01-01,E04,D04,6060,1589.26
2022-01-01,E04,D04,6070,2966.03
2022-01-01,E04,D04,6080,2817.29
2022-01-01,E04,D04,6090,1592.49
2022-01-01,E04,D04,6100,2723.21
2022-01-01,E04,D04,6110,1915.8
2022-01-01,E04,D05,4000,-3125.73
2022-01-01,E04,D05,4010,-3667.69
2022-01-01,E04,D05,4020,-8560.77
2022-01-01,E04,D05,5000,3035.55
2022-01-01,E04,D05,5010,2878.45
2022-01-01,E04,D05,5100,2758.24
2022-01-01,E04,D05,6000,7555.6
2022-01-01,E04,D05,6010,3108.41
2022-01-01,E04,D05,6020,4928.47
2022-01-01,E04,D05,6030,3753.31
2022-01-01,E04,D05,6040,3614.07
2022-01-01,E04,D05,6050,2865.29
2022-01-01,E04,D05,6060,1770.97
2022-01-01,E04,D05,6070,2459.51
2022-01-01,E04,D05,6080,6783.05
2022-01-01,E04,D05,6090,5252.19
2022-01-01,E04,D05,6100,3676.34
2022-01-01,E04,D05,6110,4642.93
2022-01-01,E04,D06,4000,-12382.58
2022-01-01,E04,D06,4010,-8538.05
2022-01-01,E04,D06,4020,-5434.52
2022-01-01,E04,D06,5000,1759.4
2022-01-01,E04,D06,5010,6838.49
2022-01-01,E04,D06,5100,4951.46
2022-01-01,E04,D06,6000,2468.1
2022-01-01,E04,D06,6010,1729.67
2022-01-01,E04,D06,6020,2326.61
2022-01-01,E04,D06,6030,1477.85
2022-01-01,E04,D06,6040,534.56
2022-01-01,E04,D06,6050,5135.18
2022-01-01,E04,D06,6060,2252.13
2022-01-01,E04,D06,6070,2313.6
2022-01-01,E04,D06,6080,2323.57
2022-01-01,E04,D06,6090,1843.1
2022-01-01,E04,D06,6100,6677.44
2022-01-01,E04,D06,6110,4370.08
2022-01-01,E04,D07,4000,-9924.31
2022-01-01,E04,D07,4010,-21429.05
2022-01-01,E04,D07,4020,-17126.33
2022-01-01,E04,D07,5000,4389.68
2022-01-01,E04,D07,5010,2000.61
2022-01-01,E04,D07,5100,7670.99
2022-01-01,E04,D07,6000,3341.88
2022-01-01,E04,D07,6010,1838.56
2022-01-01,E04,D07,6020,3858.98
2022-01-01,E04,D07,6030,2165.57
