Date,EntityID,ClosingCashAUD
2022-09-01,E01,2558400.13
2022-09-02,E01,2482225.5
2022-09-03,E01,2530502.12
2022-09-04,E01,2524902.47
2022-09-05,E01,2493412.34
2022-09-06,E01,2425964.1
2022-09-07,E01,2375387.33
2022-09-08,E01,2280070.76
2022-09-09,E01,2339374.5
2022-09-10,E01,2321756.89
2022-09-11,E01,2301089.87
2022-09-12,E01,2287096.46
2022-09-13,E01,2203185.25
2022-09-14,E01,2223643.12
2022-09-15,E01,2183629.3
2022-09-16,E01,2049636.41
2022-09-17,E01,2119786.37
2022-09-18,E01,2145710.86
2022-09-19,E01,2069693.65
2022-09-20,E01,2056000.71
2022-09-21,E01,1975407.03
2022-09-22,E01,1892120.35
2022-09-23,E01,1921181.25
2022-09-24,E01,1941806.28
2022-09-25,E01,1890615.5
2022-09-26,E01,1862127.8
2022-09-27,E01,1939641.95
2022-09-28,E01,2011028.37
2022-09-29,E01,2015323.71
2022-09-30,E01,2097930.37
2022-10-01,E01,2049362.19
2022-10-02,E01,1971225.69
2022-10-03,E01,1946132.99
2022-10-04,E01,2044794.1
2022-10-05,E01,2091356.63
2022-10-06,E01,2099650.73
2022-10-07,E01,2191522.88
2022-10-08,E01,2152423.78
2022-10-09,E01,2135228.97
2022-10-10,E01,2231891.28
2022-10-11,E01,2223704.52
2022-10-12,E01,2178325.85
2022-10-13,E01,2199609.08
2022-10-14,E01,2126372.47
2022-10-15,E01,2160797.06
2022-10-16,E01,1993376.75
2022-10-17,E01,2052775.79
2022-10-18,E01,2052826.45
2022-10-19,E01,2034814.31
2022-10-20,E01,2029289.08
2022-10-21,E01,2055477.71
2022-10-22,E01,2153882.98
2022-10-23,E01,2160990.81
2022-10-24,E01,2342118.53
2022-10-25,E01,2240229.17
2022-10-26,E01,2378750.3
2022-10-27,E01,2407642.56
2022-10-28,E01,2390571.16
2022-10-29,E01,2412704.1
2022-10-30,E01,2442550.72
2022-10-31,E01,2284936.9
2022-11-01,E01,2166207.01
2022-11-02,E01,2154290.27
2022-11-03,E01,2156346.56
2022-11-04,E01,2160737.89
2022-11-05,E01,2241783.0
2022-11-06,E01,2351738.5
2022-11-07,E01,2440948.84
2022-11-08,E01,2426990.74
2022-11-09,E01,2522526.76
2022-11-10,E01,2654406.01
2022-11-11,E01,2553638.48
2022-11-12,E01,2352663.9
2022-11-13,E01,2371784.79
2022-11-14,E01,2369180.19
2022-11-15,E01,2339224.0
2022-11-16,E01,2323135.82
2022-11-17,E01,2279558.96
2022-11-18,E01,2389826.79
2022-11-19,E01,2432338.7
2022-11-20,E01,2344456.25
2022-11-21,E01,2376618.92
2022-11-22,E01,2361616.49
2022-11-23,E01,2389745.36
2022-11-24,E01,2392272.49
2022-11-25,E01,2333120.67
2022-11-26,E01,2268075.15
2022-11-27,E01,2292148.74
2022-11-28,E01,2143781.42
2022-11-29,E01,2118827.5
2022-11-30,E01,2058668.62
2022-12-01,E01,2065504.05
2022-12-02,E01,2195508.06
2022-12-03,E01,2087157.23
2022-12-04,E01,1987076.58
2022-12-05,E01,1871754.85
2022-12-06,E01,1798516.07
2022-12-07,E01,1729060.8
2022-12-08,E01,1753023.6
2022-12-09,E01,1719867.98
2022-12-10,E01,1612837.01
2022-12-11,E01,1575549.23
2022-12-12,E01,1568061.21
2022-12-13,E01,1513535.65
2022-12-14,E01,1552021.74
2022-12-15,E01,1569499.42
2022-12-16,E01,1511326.3
2022-12-17,E01,1568470.56
2022-12-18,E01,1455373.27
2022-12-19,E01,1389490.95
2022-12-20,E01,1409715.01
2022-12-21,E01,1403579.6
2022-12-22,E01,1333131.11
2022-12-23,E01,1432350.45
2022-12-24,E01,1469324.66
2022-12-25,E01,1408608.41
2022-12-26,E01,1362439.68
2022-12-27,E01,1333415.17
2022-12-28,E01,1382415.94
2022-12-29,E01,1324413.55
2022-12-30,E01,1227642.18
2022-12-31,E01,1096133.18
2023-01-01,E01,1113182.4
2023-01-02,E01,1213872.5
2023-01-03,E01,1264526.96
2023-01-04,E01,1262434.35
2023-01-05,E01,1392951.29
2023-01-06,E01,1425064.23
2023-01-07,E01,1485256.81
2023-01-08,E01,1496466.68
2023-01-09,E01,1577381.52
2023-01-10,E01,1520500.89
2023-01-11,E01,1484048.71
2023-01-12,E01,1472002.53
2023-01-13,E01,1425472.0
2023-01-14,E01,1429001.42
2023-01-15,E01,1579522.99
2023-01-16,E01,1543785.56
2023-01-17,E01,1533236.57
2023-01-18,E01,1573017.65
2023-01-19,E01,1526897.31
2023-01-20,E01,1498520.61
2023-01-21,E01,1417868.83
2023-01-22,E01,1379065.88
2023-01-23,E01,1222071.26
2023-01-24,E01,1180460.8
2023-01-25,E01,1137296.38
2023-01-26,E01,1276083.55
2023-01-27,E01,1425413.86
2023-01-28,E01,1439779.84
2023-01-29,E01,1423887.03
2023-01-30,E01,1436567.14
2023-01-31,E01,1384095.91
2023-02-01,E01,1250509.76
2023-02-02,E01,1291693.73
2023-02-03,E01,1258841.35
2023-02-04,E01,1240045.74
2023-02-05,E01,1178988.47
2023-02-06,E01,1182263.35
2023-02-07,E01,1264410.36
2023-02-08,E01,1243215.51
2023-02-09,E01,1126439.17
2023-02-10,E01,1156757.21
2023-02-11,E01,1185392.1
2023-02-12,E01,1138866.68
2023-02-13,E01,1122238.94
2023-02-14,E01,1231358.19
2023-02-15,E01,1186342.6
2023-02-16,E01,1230044.41
2023-02-17,E01,1175800.33
2023-02-18,E01,1158117.01
2023-02-19,E01,1120498.05
2023-02-20,E01,1165187.58
2023-02-21,E01,1115754.43
2023-02-22,E01,1110311.06
2023-02-23,E01,1120517.89
2023-02-24,E01,1182242.78
2023-02-25,E01,1272253.93
2023-02-26,E01,1270874.29
2023-02-27,E01,1354063.47
2023-02-28,E01,1309586.59
2023-03-01,E01,1304249.78
2023-03-02,E01,1162980.69
2023-03-03,E01,1091315.95
2023-03-04,E01,1025267.9
2023-03-05,E01,1116354.52
2023-03-06,E01,1081330.52
2023-03-07,E01,972767.91
2023-03-08,E01,905689.8
2023-03-09,E01,924456.05
2023-03-10,E01,917908.47
2023-03-11,E01,964116.23
2023-03-12,E01,886277.98
2023-03-13,E01,874309.4
2023-03-14,E01,899412.99
2023-03-15,E01,936508.74
2023-03-16,E01,913989.62
2023-03-17,E01,918649.19
2023-03-18,E01,780804.29
2023-03-19,E01,858889.93
2023-03-20,E01,887339.88
2023-03-21,E01,861318.62
2023-03-22,E01,950648.32
2023-03-23,E01,912990.77
2023-03-24,E01,748790.7
2023-03-25,E01,726383.26
2023-03-26,E01,812623.05
2023-03-27,E01,1005517.62
2023-03-28,E01,1140885.66
2023-03-29,E01,1244307.01
2023-03-30,E01,1239722.03
2023-03-31,E01,1164568.24
2023-04-01,E01,1219478.57
2023-04-02,E01,1274591.71
2023-04-03,E01,1354214.28
2023-04-04,E01,1357264.17
2023-04-05,E01,1337556.77
2023-04-06,E01,1283642.64
2023-04-07,E01,1268852.55
2023-04-08,E01,1246178.82
2023-04-09,E01,1261552.31
2023-04-10,E01,1278654.4
2023-04-11,E01,1176660.54
2023-04-12,E01,1174692.45
2023-04-13,E01,1090779.2
2023-04-14,E01,1111234.47
2023-04-15,E01,1074956.47
2023-04-16,E01,1084716.9
2023-04-17,E01,990162.53
2023-04-18,E01,1082654.39
2023-04-19,E01,1106408.87
2023-04-20,E01,941875.62
2023-04-21,E01,824508.72
2023-04-22,E01,827798.23
2023-04-23,E01,719626.74
2023-04-24,E01,769249.25
2023-04-25,E01,731268.6
2023-04-26,E01,800811.89
2023-04-27,E01,727022.82
2023-04-28,E01,891528.28
2023-04-29,E01,869405.33
2023-04-30,E01,937252.9
2023-05-01,E01,1035505.68
2023-05-02,E01,1128220.24
2023-05-03,E01,1078422.25
2023-05-04,E01,1120470.3
2023-05-05,E01,957672.87
2023-05-06,E01,817273.59
2023-05-07,E01,774524.49
2023-05-08,E01,784294.94
2023-05-09,E01,823196.51
2023-05-10,E01,821441.28
2023-05-11,E01,862363.72
2023-05-12,E01,910036.86
2023-05-13,E01,943624.47
2023-05-14,E01,928677.94
2023-05-15,E01,993099.22
2023-05-16,E01,994649.43
2023-05-17,E01,995537.54
2023-05-18,E01,971027.64
2023-05-19,E01,953609.25
2023-05-20,E01,976846.11
2023-05-21,E01,918744.93
2023-05-22,E01,864702.97
2023-05-23,E01,785092.39
2023-05-24,E01,839115.41
2023-05-25,E01,898776.04
2023-05-26,E01,885468.34
2023-05-27,E01,898646.29
2023-05-28,E01,896039.24
2023-05-29,E01,943655.71
2023-05-30,E01,908298.69
2023-05-31,E01,838386.09
2023-06-01,E01,875770.75
2023-06-02,E01,766371.49
2023-06-03,E01,706313.92
2023-06-04,E01,731347.07
2023-06-05,E01,666620.93
2023-06-06,E01,586927.39
2023-06-07,E01,563474.62
2023-06-08,E01,454673.19
2023-06-09,E01,438150.96
2023-06-10,E01,439707.0
2023-06-11,E01,488483.51
2023-06-12,E01,399052.55
2023-06-13,E01,453032.76
2023-06-14,E01,487662.53
2023-06-15,E01,430371.14
2023-06-16,E01,415486.72
2023-06-17,E01,404221.42
2023-06-18,E01,363311.98
2023-06-19,E01,391454.88
2023-06-20,E01,331362.78
2023-06-21,E01,231723.93
2023-06-22,E01,296102.77
2023-06-23,E01,224149.72
2023-06-24,E01,224061.74
2023-06-25,E01,260332.13
2023-06-26,E01,136452.31
2023-06-27,E01,79936.46
2023-06-28,E01,50000.0
2023-06-29,E01,85890.37
2023-06-30,E01,178281.43
2023-07-01,E01,134085.83
2023-07-02,E01,150407.06
2023-07-03,E01,239547.09
2023-07-04,E01,168323.52
2023-07-05,E01,50000.0
2023-07-06,E01,70843.09
2023-07-07,E01,127937.73
2023-07-08,E01,122210.74
2023-07-09,E01,228699.25
2023-07-10,E01,164484.27
2023-07-11,E01,92255.22
2023-07-12,E01,159325.71
2023-07-13,E01,157330.73
2023-07-14,E01,129523.8
2023-07-15,E01,113051.48
2023-07-16,E01,140878.18
2023-07-17,E01,183538.79
2023-07-18,E01,159916.29
2023-07-19,E01,131605.47
2023-07-20,E01,93684.21
2023-07-21,E01,135391.37
2023-07-22,E01,226294.37
2023-07-23,E01,279308.76
2023-07-24,E01,321133.73
2023-07-25,E01,284167.52
2023-07-26,E01,215991.24
2023-07-27,E01,255297.04
2023-07-28,E01,306800.04
2023-07-29,E01,304346.86
2023-07-30,E01,391894.01
2023-07-31,E01,311074.75
2023-08-01,E01,209119.03
2023-08-02,E01,230258.93
2023-08-03,E01,238826.36
2023-08-04,E01,241434.32
2023-08-05,E01,324734.35
2023-08-06,E01,231143.81
2023-08-07,E01,332851.33
2023-08-08,E01,288763.89
2023-08-09,E01,203588.72
2023-08-10,E01,281190.58
2023-08-11,E01,338309.03
2023-08-12,E01,222244.37
2023-08-13,E01,190302.96
2023-08-14,E01,91065.24
2023-08-15,E01,78166.1
2023-08-16,E01,125402.95
2023-08-17,E01,109572.33
2023-08-18,E01,86284.76
2023-08-19,E01,174984.64
2023-08-20,E01,163299.02
2023-08-21,E01,98574.23
2023-08-22,E01,51496.96
2023-08-23,E01,111081.47
2023-08-24,E01,50000.0
2023-08-25,E01,72392.9
2023-08-26,E01,75674.63
2023-08-27,E01,79870.25
2023-08-28,E01,89657.77
2023-08-29,E01,114175.34
2023-08-30,E01,55956.01
2023-08-31,E01,50000.0
2023-09-01,E01,50000.0
2023-09-02,E01,60512.3
2023-09-03,E01,68512.7
2023-09-04,E01,50000.0
2023-09-05,E01,56846.07
2023-09-06,E01,50000.0
2023-09-07,E01,94242.14
2023-09-08,E01,127944.2
2023-09-09,E01,260247.79
2023-09-10,E01,249677.76
2023-09-11,E01,191255.65
2023-09-12,E01,303979.87
2023-09-13,E01,266753.74
2023-09-14,E01,157765.27
2023-09-15,E01,85107.36
2023-09-16,E01,126815.67
2023-09-17,E01,156390.68
2023-09-18,E01,223556.44
2023-09-19,E01,325967.73
2023-09-20,E01,361688.08
2023-09-21,E01,382468.61
2023-09-22,E01,418377.5
2023-09-23,E01,369449.41
2023-09-24,E01,468793.12
2023-09-25,E01,440676.62
2023-09-26,E01,577549.62
2023-09-27,E01,591926.73
2023-09-28,E01,591653.98
2023-09-29,E01,577159.62
2023-09-30,E01,622707.4
2023-10-01,E01,655990.17
2023-10-02,E01,731685.4
2023-10-03,E01,717390.89
2023-10-04,E01,699179.54
2023-10-05,E01,832108.53
2023-10-06,E01,846378.18
2023-10-07,E01,729810.25
2023-10-08,E01,711984.79
2023-10-09,E01,740185.12
2023-10-10,E01,678787.6
2023-10-11,E01,626055.71
2023-10-12,E01,689500.35
2023-10-13,E01,721721.02
2023-10-14,E01,786917.31
2023-10-15,E01,680273.93
2023-10-16,E01,715218.47
2023-10-17,E01,632251.34
2023-10-18,E01,607442.24
2023-10-19,E01,683834.28
2023-10-20,E01,610609.24
2023-10-21,E01,675359.47
2023-10-22,E01,745751.22
2023-10-23,E01,838159.79
2023-10-24,E01,774898.66
2023-10-25,E01,713559.9
2023-10-26,E01,725318.68
2023-10-27,E01,719866.05
2023-10-28,E01,658517.75
2023-10-29,E01,682818.31
2023-10-30,E01,683448.84
2023-10-31,E01,739351.22
2023-11-01,E01,695891.28
2023-11-02,E01,699187.73
2023-11-03,E01,623794.72
2023-11-04,E01,629505.3
2023-11-05,E01,641699.75
2023-11-06,E01,606977.86
2023-11-07,E01,627333.54
2023-11-08,E01,585946.35
2023-11-09,E01,613773.1
2023-11-10,E01,604236.61
2023-11-11,E01,582892.48
2023-11-12,E01,738552.48
2023-11-13,E01,744207.68
2023-11-14,E01,735384.84
2023-11-15,E01,564261.33
2023-11-16,E01,600068.15
2023-11-17,E01,619834.44
2023-11-18,E01,635826.27
2023-11-19,E01,632917.63
2023-11-20,E01,700145.53
2023-11-21,E01,698921.66
2023-11-22,E01,654932.71
2023-11-23,E01,649087.58
2023-11-24,E01,559748.82
2023-11-25,E01,536166.53
2023-11-26,E01,570634.55
2023-11-27,E01,532620.62
2023-11-28,E01,468228.52
2023-11-29,E01,304527.55
2023-11-30,E01,427709.96
2023-12-01,E01,438815.37
2023-12-02,E01,446055.28
2023-12-03,E01,509312.44
2023-12-04,E01,543637.86
2023-12-05,E01,557726.16
2023-12-06,E01,679940.34
2023-12-07,E01,536391.86
2023-12-08,E01,494633.05
2023-12-09,E01,544336.04
2023-12-10,E01,587094.39
2023-12-11,E01,631116.71
2023-12-12,E01,669359.81
2023-12-13,E01,600052.45
2023-12-14,E01,667172.02
2023-12-15,E01,755727.68
2023-12-16,E01,720357.73
2023-12-17,E01,792852.92
2023-12-18,E01,717069.83
2023-12-19,E01,766466.77
2023-12-20,E01,801321.66
2023-12-21,E01,870672.66
2023-12-22,E01,846234.1
2023-12-23,E01,798809.65
2023-12-24,E01,833844.61
2023-12-25,E01,817211.96
2023-12-26,E01,902614.97
2023-12-27,E01,798732.81
2023-12-28,E01,820099.04
2023-12-29,E01,796380.24
2023-12-30,E01,835535.57
2023-12-31,E01,894069.58
2024-01-01,E01,884404.03
2024-01-02,E01,793422.66
2024-01-03,E01,792429.52
2024-01-04,E01,759410.0
2024-01-05,E01,799613.58
2024-01-06,E01,833057.0
2024-01-07,E01,734398.88
2024-01-08,E01,736030.33
2024-01-09,E01,644153.92
2024-01-10,E01,562336.06
2024-01-11,E01,497865.1
2024-01-12,E01,544599.53
2024-01-13,E01,581921.81
2024-01-14,E01,531833.75
2024-01-15,E01,527476.18
2024-01-16,E01,512734.69
2024-01-17,E01,550844.62
2024-01-18,E01,534086.58
2024-01-19,E01,635424.22
2024-01-20,E01,500144.59
2024-01-21,E01,514583.73
2024-01-22,E01,381230.19
2024-01-23,E01,397192.6
2024-01-24,E01,475426.98
2024-01-25,E01,432548.86
2024-01-26,E01,363136.62
2024-01-27,E01,446502.56
2024-01-28,E01,545231.64
2024-01-29,E01,565664.37
2024-01-30,E01,608471.95
2024-01-31,E01,618987.13
2024-02-01,E01,505574.63
2024-02-02,E01,518968.59
2024-02-03,E01,615384.8
2024-02-04,E01,651843.27
2024-02-05,E01,593616.67
2024-02-06,E01,525232.47
2024-02-07,E01,501861.07
2024-02-08,E01,527081.11
2024-02-09,E01,571693.39
2024-02-10,E01,539886.01
2024-02-11,E01,367160.34
2024-02-12,E01,315333.54
2024-02-13,E01,233462.41
2024-02-14,E01,222092.18
2024-02-15,E01,318161.05
2024-02-16,E01,327053.17
2024-02-17,E01,256360.86
2024-02-18,E01,214576.82
2024-02-19,E01,183392.07
2024-02-20,E01,276248.89
2024-02-21,E01,224143.41
2024-02-22,E01,234321.31
2024-02-23,E01,162759.5
2024-02-24,E01,170861.27
2024-02-25,E01,180927.2
2024-02-26,E01,106487.65
2024-02-27,E01,50000.0
2024-02-28,E01,114902.13
2024-02-29,E01,50000.0
2024-03-01,E01,154347.96
2024-03-02,E01,62888.62
2024-03-03,E01,206187.86
2024-03-04,E01,209149.93
2024-03-05,E01,325657.86
2024-03-06,E01,259415.27
2024-03-07,E01,372177.95
2024-03-08,E01,377277.57
2024-03-09,E01,391531.57
2024-03-10,E01,396346.58
2024-03-11,E01,417933.71
2024-03-12,E01,479067.7
2024-03-13,E01,445421.8
2024-03-14,E01,392172.09
2024-03-15,E01,328281.75
2024-03-16,E01,380842.04
2024-03-17,E01,382586.29
2024-03-18,E01,466461.86
2024-03-19,E01,440560.81
2024-03-20,E01,463956.04
2024-03-21,E01,539590.44
2024-03-22,E01,437144.24
2024-03-23,E01,387444.72
2024-03-24,E01,347203.95
2024-03-25,E01,383170.85
2024-03-26,E01,343165.36
2024-03-27,E01,413777.28
2024-03-28,E01,445704.84
2024-03-29,E01,405734.52
2024-03-30,E01,280869.0
2024-03-31,E01,213435.47
2024-04-01,E01,252826.3
2024-04-02,E01,167582.9
2024-04-03,E01,213662.9
2024-04-04,E01,165017.04
2024-04-05,E01,208612.75
2024-04-06,E01,240468.18
2024-04-07,E01,257913.86
2024-04-08,E01,213903.11
2024-04-09,E01,284902.48
2024-04-10,E01,321130.8
2024-04-11,E01,311893.71
2024-04-12,E01,284550.68
2024-04-13,E01,278479.42
2024-04-14,E01,357707.73
2024-04-15,E01,326718.94
2024-04-16,E01,271488.55
2024-04-17,E01,336107.37
2024-04-18,E01,301320.17
2024-04-19,E01,342637.04
2024-04-20,E01,380093.85
2024-04-21,E01,438138.52
2024-04-22,E01,401433.04
2024-04-23,E01,377437.56
2024-04-24,E01,306609.03
2024-04-25,E01,264453.57
2024-04-26,E01,322730.47
2024-04-27,E01,258337.02
2024-04-28,E01,323004.55
2024-04-29,E01,314778.6
2024-04-30,E01,349413.16
2024-05-01,E01,259273.91
2024-05-02,E01,373128.39
2024-05-03,E01,386826.71
2024-05-04,E01,412711.92
2024-05-05,E01,497338.12
2024-05-06,E01,505020.12
2024-05-07,E01,478860.89
2024-05-08,E01,427209.44
2024-05-09,E01,389160.48
2024-05-10,E01,276350.44
2024-05-11,E01,278558.22
2024-05-12,E01,230102.27
2024-05-13,E01,242917.37
2024-05-14,E01,315215.83
2024-05-15,E01,462815.01
2024-05-16,E01,411757.11
2024-05-17,E01,416973.97
2024-05-18,E01,447901.89
2024-05-19,E01,421047.89
2024-05-20,E01,366251.92
2024-05-21,E01,370615.19
2024-05-22,E01,398217.65
2024-05-23,E01,350191.3
2024-05-24,E01,290671.38
2024-05-25,E01,255213.69
2024-05-26,E01,322827.16
2024-05-27,E01,397840.83
2024-05-28,E01,399824.97
2024-05-29,E01,332258.72
2024-05-30,E01,339745.28
2024-05-31,E01,332369.5
2024-06-01,E01,339400.86
2024-06-02,E01,215457.92
2024-06-03,E01,213731.24
2024-06-04,E01,254199.26
2024-06-05,E01,263430.17
2024-06-06,E01,265835.99
2024-06-07,E01,263581.23
2024-06-08,E01,180353.49
2024-06-09,E01,133318.95
2024-06-10,E01,116024.18
2024-06-11,E01,111033.84
2024-06-12,E01,137507.66
2024-06-13,E01,176919.04
2024-06-14,E01,285518.73
2024-06-15,E01,314079.56
2024-06-16,E01,299179.27
2024-06-17,E01,285675.74
2024-06-18,E01,170753.01
